training_row_id,unique_setup_key,plan_date,session_date,packet_id,acceptance_family_model,source_label_status,source_mode,accepted_for_timing_test,trap_detected_timestamp_et,reclaim_detected_timestamp_et,classification_complete_timestamp_et,candidate_fired_timestamp_et,candidate_timing_driver,entry_price,source_confirmed_fbd,source_planned_fbd,source_negative_control,sr_list_only,chart_confirmed_reclaim,chart_confirmed_non_acceptance,chart_mismatch,needs_crop,data_only,hard_reject,hard_reject_reasons,mfe_15m,mae_15m,mfe_60m,mae_60m,horizon_15m_complete,horizon_60m_complete,acceptance_closes_total_audit,non_acceptance_closes_total_audit,tp2_hit,tp3_hit,next_level_hit,tp2_first,tp3_first,next_level_first,adverse_excursion_stop_hit,first_hit_event,first_hit_timestamp_et,first_hit_points,target_first,same_bar_stop_and_target,stop_first,false_armed,median_mae_before_tp1_component,non_acceptance_score_with_outcome_audit,expectancy_points_slippage_0_5,candidate_score,time_of_day_bucket
direct-171208c8deae69ca,11d19cad6c60,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-e880ab0452678f03,98d68c58d924,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-4da38cd27d5543d5,db00fbaf2805,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-b7c1674e5b13fa9f,9f061a24df9d,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-ff05ba0da6d60e14,854c5ba8385a,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-a847e28669a996fd,3d22cf283b2c,,,,simple_reclaim_unclassified,source_planned_fbd,planned_setup,false,,,,,reclaim_score,,false,true,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.105,missing
direct-08816a342b0f23bb,46e30027b3e5,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-c2810716746a4502,967c2f2b340a,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-a51f22d1faa232c7,6985096a7f0f,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-49d42afa3f0a0c24,c085b125a22f,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-e12e3ee8db003dbf,cf5c9f356452,,,,simple_reclaim_unclassified,source_confirmed_fbd,actual_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.1,missing
direct-50c06db34a04d40d,56158953f16f,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-59c8e3cf7323b6e7,b0c2175f6165,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-460aa9833e560f40,74358fbb2f64,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-2f7810a6ad98127c,6589d3264df0,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-78a3d937a9a01aa6,69c3f743624f,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-10ad87ec5c3f82ff,5658cfc0edba,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-01e241951aa67272,703e857a2b38,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-856fb9caf20b0aee,821abe917ad8,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-132838185b289ad3,9fa5f7824510,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-a578aaa0b15be6b3,ed79076f9b41,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-26df4b18f5f87629,32cbb75a458f,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-3992915eaba44370,1b99802ae0de,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-47a1d93122ef5560,1e4d661e9bb2,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-5f3335861411e4bb,6a7c02ce457c,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-763893f592846086,d13f04429c52,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-3a12801abcea44ec,7052592719e0,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-1256b8487c1ac190,4338de8013ac,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-65ea68336a17727a,27b053a3e3a3,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-faa54c2c82c728c6,bf7987df1325,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-dd32bd12b119e44d,e65970e998d2,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-2f73514d00427393,f6342a2f965a,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-d0495f3e94054253,30f2847e2c30,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-e3453a5da2e963dd,870e45ca34bd,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-e556f3a94baa8c44,65298c2cdacb,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-759596d190bac660,9bd7e5a4cb90,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-e4cee05319cd9d85,41fdb86fb24d,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-6c2b401f3a763694,038f22a65043,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-548f288363d1a061,06ad2fd4a079,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-b15c472dfd5efca1,0f1cdd774ab2,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-b633be0c20fe275c,dae53990d077,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-a268fed05530fe68,d7b5b8c6add1,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-693f18120d0b5c5d,9544e1e83276,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-ba751ed8d8c7e3d3,6f0f90659dca,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-9a91ca3bd2b0c529,8b395d40bc55,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-9e6bac8e87604e2f,2f3d95e96ff9,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-ab6bf902c4e16ef1,06d9f94f740a,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-63cf03eb5e45ffb0,66d2e6d97a0c,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-0266ff4db50372c8,6cfdf8fb726a,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-70205cde6e1d5fee,b35a7228cec6,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-d6df98b41cff1c46,5165f4c7d00f,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-9598767061d7b3ae,36820e765522,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-c96935822792abba,e8dd6276b8b3,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-e78805032468d791,72f1b8c2a2e4,,,,simple_reclaim_unclassified,source_unparsed_fbd,context_recap,false,,,,,reclaim_score,,false,false,false,false,false,false,false,false,true,true,no_source_data_only;missing_setup_level;missing_bars;no_reclaim,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.0,missing
direct-33060030d922ffdd,16ec2f3e97e5,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.13,missing
direct-99817fa8d7d325dc,2523513b6634,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-2b43cfcffbf3a642,79fa0c2411b4,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-bfbe482b241a6f03,84c5ed97216c,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-80464fdbb289add8,f090f06319b1,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-26a36738dd2de3d6,b721329a34f5,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
direct-5e28ff4da8e14fa3,023fdca4a733,,,,simple_reclaim_unclassified,source_confirmed_fbd,context_recap,false,,,,,reclaim_score,,true,false,false,false,false,false,false,true,false,true,missing_bars;no_reclaim;not_accepted_for_timing_test,,,,,false,false,0,0,false,false,false,false,false,,false,missing,,,false,false,false,false,,0.0,,0.08,missing
